duration,package,dram,peak_rss,initial_temp,mid_temp,final_temp
2935521.53,37750087.0,1965205.0,1011112,45.0,0,68.0
2938551.252,37367397.0,1968867.0,1011016,45.0,0,67.0
2940763.467,37395839.0,1971918.0,1011084,45.0,0,69.0
2926385.898,37545253.0,1963741.0,1011096,45.0,0,69.0
2944853.173,36875761.0,1971735.0,1011124,45.0,0,68.0
2927966.882,37772608.0,1962825.0,1011108,45.0,0,67.0
2922509.285,37676417.0,1958613.0,1011116,45.0,0,68.0
2927775.846,37508326.0,1960444.0,1011084,45.0,0,68.0
2936414.514,37602687.0,1966730.0,1011092,45.0,0,68.0
2941928.988,37545864.0,1967524.0,1011092,45.0,0,68.0
