duration,package,dram,peak_rss,initial_temp,mid_temp,final_temp
2711766.177,33342138.0,1886836.0,1007540,45.0,0,66.0
2705786.909,33216406.0,1891292.0,1007536,45.0,0,68.0
2707146.502,33492407.0,1885859.0,1007496,45.0,0,67.0
2699563.929,33874730.0,1892452.0,1007504,45.0,0,67.0
2689622.725,33831029.0,1876582.0,1007576,45.0,0,67.0
2696525.383,33931188.0,1881587.0,1007484,45.0,0,67.0
2699122.433,33998204.0,1880854.0,1007492,45.0,0,67.0
2704173.17,33377844.0,1884821.0,1007444,45.0,0,67.0
2713533.549,33500098.0,1888057.0,1007468,45.0,0,66.0
2698706.646,33505163.0,1884517.0,1007540,45.0,0,67.0
