duration,package,dram,peak_rss,initial_temp,mid_temp,final_temp
47328134.95,806788035.0,13563869.0,8784,45.0,0,86.0
48043294.269,820437719.0,13768459.0,8768,45.0,0,86.0
47067315.853,797122959.0,13488368.0,8768,45.0,0,86.0
47290461.036,808173895.0,13551967.0,8660,45.0,0,83.0
48511040.128,824359889.0,13898036.0,8800,45.0,0,85.0
47091121.994,798611054.0,13494960.0,8760,45.0,0,86.0
47207801.635,815001515.0,13529750.0,8676,45.0,0,85.0
47074064.685,804229082.0,13490321.0,8772,45.0,0,85.0
47478716.638,812479121.0,13603115.0,8752,45.0,0,84.0
47043535.865,798537445.0,13482692.0,8684,45.0,0,84.0
