duration,package,dram,peak_rss,initial_temp,mid_temp,final_temp
61092621.794,1942120151.0,27874501.0,506640,45.0,0,89.0
58310375.169,1976297491.0,27582937.0,506688,45.0,0,89.0
59119209.498,1935654286.0,27722952.0,506684,45.0,0,89.0
59325665.754,1942265535.0,27702139.0,506660,45.0,0,89.0
58124715.116,1939800820.0,27528677.0,506704,45.0,0,88.0
56914594.863,1913586532.0,26372735.0,506696,45.0,0,89.0
60631742.233,1952256232.0,27773611.0,506740,45.0,0,89.0
59128049.938,1944689296.0,27424734.0,506740,45.0,0,89.0
58418027.958,1918300509.0,27282034.0,506684,45.0,0,89.0
58613083.413,1915532450.0,27457022.0,506672,45.0,0,89.0
