duration,package,dram,peak_rss,initial_temp,mid_temp,final_temp
1954873.066,54084762.0,565245.0,4100,45.0,0,62.0
1653166.956,51795522.0,477416.0,4040,45.0,0,64.0
1933932.797,53027391.0,558470.0,4052,45.0,0,62.0
1854379.045,50855949.0,535582.0,3992,45.0,0,63.0
1768100.975,53965987.0,510497.0,4108,45.0,0,64.0
2006332.797,55854532.0,579405.0,4036,45.0,0,66.0
1923046.251,51668630.0,555235.0,4036,45.0,0,61.0
1573501.083,52644274.0,454711.0,4100,45.0,0,64.0
2026617.209,56763466.0,585265.0,4044,45.0,0,65.0
1967443.759,55216533.0,571776.0,4000,45.0,0,62.0
