duration,package,dram,peak_rss,initial_temp,mid_temp,final_temp
1752132.068,22924807.0,750914.0,151828,45.0,0,63.0
1751948.686,22973513.0,757383.0,151772,45.0,0,64.0
1752930.315,22941409.0,762693.0,151836,45.0,0,64.0
1749698.427,22871097.0,752501.0,151828,45.0,0,65.0
1754165.914,22855288.0,761411.0,151828,45.0,0,65.0
1750576.765,22963076.0,764525.0,151824,45.0,0,65.0
1747702.015,22947939.0,751890.0,151768,45.0,0,65.0
1751240.024,22924990.0,766111.0,151820,45.0,0,65.0
1749689.969,23164247.0,752013.0,151840,45.0,0,65.0
1753756.705,22896243.0,759825.0,151824,45.0,0,64.0
