duration,package,dram,peak_rss,initial_temp,mid_temp,final_temp
313665232.469,9190632966.0,88908891.0,12548,45.0,0,89.0
313094652.091,9142340121.0,88734819.0,12500,45.0,0,88.0
315600730.235,9231353748.0,89439896.0,12432,45.0,0,88.0
313803968.866,9073279873.0,88913225.0,12504,45.0,0,88.0
312993424.511,9158414848.0,88687761.0,12504,45.0,0,88.0
314207680.622,9101274186.0,89041337.0,12576,45.0,0,88.0
312188260.234,9164600562.0,88460956.0,12448,45.0,0,88.0
311289104.142,9329042280.0,88208575.0,12464,45.0,0,88.0
311290611.192,9300725701.0,88205279.0,12496,45.0,0,88.0
312791337.055,9233401900.0,88632464.0,12432,45.0,0,88.0
