duration,package,dram,peak_rss,initial_temp,mid_temp,final_temp
6516188.592,149477706.0,2393427.0,446344,45.0,0,73.0
6301189.881,145529474.0,2276117.0,374892,45.0,0,73.0
6227553.306,144084531.0,2286127.0,374748,45.0,0,74.0
6392917.099,148147692.0,2351557.0,446316,45.0,0,74.0
6266633.216,145961358.0,2305231.0,374860,45.0,0,74.0
6720673.029,153810336.0,2726128.0,420132,45.0,0,70.0
6987504.099,155696501.0,2710198.0,460304,45.0,0,64.0
6450068.885,148453905.0,2432978.0,447116,45.0,0,73.0
6273726.809,143892576.0,2376886.0,387092,45.0,0,75.0
7231164.484,159043905.0,2866326.0,420144,45.0,0,72.0
