duration,package,dram,peak_rss,initial_temp,mid_temp,final_temp
35860121.204,583368075.0,10321079.0,38520,45.0,0,80.0
35918626.494,582686191.0,10345067.0,38780,45.0,0,78.0
35646000.36,590080582.0,10264134.0,38620,45.0,0,82.0
35823493.098,583299838.0,10309605.0,38464,45.0,0,78.0
35827444.007,583019931.0,10319249.0,38656,45.0,0,78.0
35655319.809,580048503.0,10267430.0,38780,45.0,0,78.0
35661878.499,579524273.0,10266698.0,38840,45.0,0,79.0
35854606.086,587159813.0,10326817.0,38632,45.0,0,80.0
35850502.869,589357439.0,10322789.0,38640,45.0,0,82.0
35851750.798,588189534.0,10320591.0,38604,45.0,0,82.0
