duration,package,dram,peak_rss,initial_temp,mid_temp,final_temp
6172563.597,91819589.0,2209955.0,405412,45.0,0,69.0
6133016.279,89894240.0,2196467.0,405400,45.0,0,68.0
6210046.634,91436167.0,2224848.0,405416,45.0,0,69.0
6164222.098,91200511.0,2205927.0,405432,45.0,0,69.0
6159114.761,91120738.0,2210138.0,405424,45.0,0,69.0
6157733.167,91874521.0,2204157.0,405420,45.0,0,69.0
6153877.68,90847485.0,2205988.0,405400,45.0,0,69.0
6141016.298,89877699.0,2199457.0,405424,45.0,0,69.0
6145926.78,90036696.0,2199762.0,405428,45.0,0,69.0
6162324.226,91115001.0,2204523.0,405416,45.0,0,68.0
