duration,package,dram,peak_rss,initial_temp,mid_temp,final_temp
1930989.269,29272447.0,555724.0,1720,45.0,0,67.0
1927556.464,29152636.0,553831.0,1720,45.0,0,66.0
1927808.559,29160448.0,553893.0,1720,45.0,0,67.0
1916222.523,29767136.0,550352.0,1720,45.0,0,67.0
1918978.972,29439927.0,551268.0,1716,45.0,0,67.0
1918010.904,29422837.0,550902.0,1720,45.0,0,67.0
1923149.72,29327501.0,552428.0,1716,45.0,0,66.0
1921476.613,29415879.0,552245.0,1716,45.0,0,67.0
1924216.449,29244554.0,552550.0,1720,45.0,0,66.0
1924795.496,29211900.0,553160.0,1716,45.0,0,67.0
