duration,package,dram,peak_rss,initial_temp,mid_temp,final_temp
93637472.485,3024792184.0,27033378.0,14420,45.0,0,89.0
92963548.228,2994053248.0,26818840.0,14472,45.0,0,89.0
92363759.853,3016509062.0,26670281.0,14464,45.0,0,88.0
93066510.514,2992374053.0,26858635.0,14448,45.0,0,89.0
92562713.199,2994608911.0,26707879.0,14388,45.0,0,89.0
93165882.179,3014492099.0,26888115.0,14540,45.0,0,89.0
94070420.06,2964908853.0,27156425.0,14420,45.0,0,89.0
96067615.87,2935747550.0,27711782.0,14436,45.0,0,89.0
94466565.524,2946750452.0,27256461.0,14496,45.0,0,89.0
95468155.772,2975238599.0,27531363.0,14476,45.0,0,89.0
