duration,package,dram,peak_rss,initial_temp,mid_temp,final_temp
684060.902,8626076.0,197814.0,2212,45.0,0,45.0
652767.878,9001076.0,187805.0,2204,45.0,0,63.0
680503.172,8610879.0,196045.0,2216,45.0,0,45.0
653297.105,8996376.0,187926.0,2196,45.0,0,63.0
680430.981,8578164.0,195617.0,2220,45.0,0,45.0
654025.009,8996742.0,187927.0,2200,45.0,0,65.0
680918.877,8557778.0,196044.0,2216,45.0,0,45.0
654647.193,8926003.0,188293.0,2212,45.0,0,63.0
680522.054,8582620.0,196044.0,2220,45.0,0,45.0
655165.511,8909157.0,188598.0,2196,45.0,0,63.0
