duration,package,dram,peak_rss,initial_temp,mid_temp,final_temp
143663343.968,4494665373.0,41227677.0,14892,45.0,0,89.0
147800806.967,4620378613.0,42399611.0,14820,45.0,0,89.0
147639945.615,4584461531.0,42362990.0,14800,45.0,0,89.0
147820179.321,4682376135.0,42413039.0,14880,45.0,0,88.0
148701225.953,4622152535.0,42665418.0,14892,45.0,0,88.0
146921616.412,4655326950.0,42176650.0,14848,45.0,0,89.0
148420789.744,4669327097.0,42583326.0,14812,45.0,0,89.0
152483468.035,4542760648.0,43783457.0,14872,45.0,0,88.0
149816697.619,4455434700.0,42963941.0,14836,45.0,0,88.0
152308388.09,4518855558.0,43667796.0,14828,45.0,0,89.0
