duration,package,dram,peak_rss,initial_temp,mid_temp,final_temp
365615735.682,6611856731.0,104733313.0,1597964,45.0,0,81.0
366750712.835,6625035225.0,105047704.0,1597924,45.0,0,84.0
366820551.707,6643270347.0,105069983.0,1598016,45.0,0,85.0
364647349.096,6567287936.0,104454445.0,1597968,45.0,0,82.0
365070947.411,6570294948.0,104572303.0,1597968,45.0,0,89.0
374353428.035,6510204220.0,107198701.0,1597948,45.0,0,89.0
373580877.119,6451057765.0,106967926.0,1597988,45.0,0,81.0
368438472.186,6394476611.0,105518285.0,1597960,45.0,0,89.0
368219642.541,6512952382.0,105464391.0,1597956,45.0,0,89.0
367605498.834,6486624080.0,105248388.0,1598056,45.0,0,82.0
