duration,package,dram,peak_rss,initial_temp,mid_temp,final_temp
5964869.413,197573408.0,4110402.0,373232,45.0,0,78.0
5749852.807,199163675.0,4146901.0,372676,45.0,0,79.0
5736064.336,198424358.0,4008962.0,371516,45.0,0,79.0
5725521.807,198446636.0,4130177.0,373560,45.0,0,79.0
5929142.881,206469015.0,4032338.0,371204,45.0,0,79.0
5655318.315,198306256.0,3846914.0,372848,45.0,0,79.0
5708039.36,196707016.0,4125660.0,372400,45.0,0,78.0
5669293.895,197846479.0,3971669.0,371256,45.0,0,79.0
5701647.964,197911908.0,3955496.0,372776,45.0,0,79.0
5705657.895,196591233.0,4124257.0,371244,45.0,0,79.0
