duration,package,dram,peak_rss,initial_temp,mid_temp,final_temp
119802.679,1304318.0,168701.0,128108,45.0,0,61.0
132618.682,1115354.0,172119.0,127896,45.0,0,45.0
118818.845,1201169.0,169677.0,127896,45.0,0,45.0
117381.491,1203732.0,170288.0,128108,45.0,0,45.0
118844.269,1205320.0,169372.0,127896,45.0,0,45.0
118473.439,1211239.0,169250.0,128076,45.0,0,45.0
117364.979,1219601.0,174194.0,127896,45.0,0,45.0
117170.755,1224362.0,170898.0,127892,45.0,0,45.0
117574.944,1222958.0,171020.0,127892,45.0,0,45.0
117350.438,1224118.0,169189.0,127896,45.0,0,53.0
