duration,package,dram,peak_rss,initial_temp,mid_temp,final_temp
2337752.311,88205646.0,731260.0,86036,45.0,0,74.0
2408611.859,90378186.0,751707.0,85556,45.0,0,75.0
2327133.165,87716877.0,728209.0,86488,45.0,0,74.0
2333805.226,87838581.0,730406.0,86216,45.0,0,74.0
2331673.486,87944294.0,729491.0,86476,45.0,0,74.0
2382542.453,89053544.0,741331.0,86064,45.0,0,74.0
2321827.457,87440572.0,727232.0,86320,45.0,0,74.0
2369359.38,88880265.0,740660.0,85572,45.0,0,73.0
2328180.673,87834980.0,728880.0,86308,45.0,0,74.0
2382160.077,89685013.0,744078.0,86648,45.0,0,74.0
