duration,package,dram,peak_rss,initial_temp,mid_temp,final_temp
2551629.224,97843378.0,773253.0,55328,45.0,0,75.0
2555667.414,97594660.0,799437.0,77208,45.0,0,74.0
2855925.938,110027489.0,884824.0,77416,45.0,0,73.0
2561426.352,98168327.0,798887.0,77380,45.0,0,75.0
2558872.18,97761041.0,784056.0,55424,45.0,0,75.0
2558563.462,98123467.0,798460.0,77536,45.0,0,75.0
2548313.823,97758966.0,771360.0,55228,45.0,0,75.0
2548349.89,97715936.0,771910.0,55468,45.0,0,75.0
2627643.521,100893846.0,794798.0,56112,45.0,0,74.0
2540808.458,97758050.0,774473.0,55448,45.0,0,75.0
