duration,package,dram,peak_rss,initial_temp,mid_temp,final_temp
989214.046,26605584.0,298949.0,27656,45.0,0,63.0
981220.196,26975029.0,291503.0,26884,45.0,0,45.0
941271.782,26317621.0,281371.0,27756,45.0,0,65.0
988132.179,27016471.0,294311.0,27664,45.0,0,65.0
969421.874,27209403.0,288574.0,27324,45.0,0,45.0
945507.822,26224542.0,281737.0,27308,45.0,0,64.0
983866.762,27017875.0,292419.0,27740,45.0,0,64.0
972321.218,26406854.0,289428.0,27720,45.0,0,45.0
955861.568,28291310.0,284484.0,27504,45.0,0,63.0
981835.813,27017876.0,291991.0,27256,45.0,0,63.0
