duration,package,dram,peak_rss,initial_temp,mid_temp,final_temp
5003464.151,66404494.0,2764641.0,264568,45.0,0,58.0
4984711.912,66154006.0,2740837.0,264572,45.0,0,60.0
5011190.715,66591870.0,2764337.0,264588,45.0,0,60.0
4998704.34,66211684.0,2746087.0,264648,45.0,0,60.0
4957791.566,67645823.0,2746697.0,264668,45.0,0,61.0
4987443.067,66633985.0,2768914.0,264608,45.0,0,60.0
5012299.981,66858654.0,2764336.0,264672,45.0,0,61.0
5011214.218,67015637.0,2792962.0,264564,45.0,0,59.0
5036353.974,67261058.0,2778741.0,264664,45.0,0,60.0
5003917.166,66962902.0,2760858.0,264580,45.0,0,60.0
