duration,package,dram,peak_rss,initial_temp,mid_temp,final_temp
10603916.192,165003850.0,3083122.0,33868,45.0,0,73.0
10598787.947,165228642.0,3079399.0,33896,45.0,0,73.0
10595901.695,165160710.0,3076347.0,33944,45.0,0,73.0
10606865.991,167019836.0,3083672.0,33936,45.0,0,75.0
10609576.453,165471989.0,3081718.0,33840,45.0,0,74.0
10600059.567,165807803.0,3077385.0,33936,45.0,0,74.0
10604439.534,165165776.0,3082695.0,33844,45.0,0,73.0
10611100.077,165565434.0,3080559.0,33928,45.0,0,74.0
10588870.764,165450687.0,3074760.0,33896,45.0,0,73.0
10613248.094,165650089.0,3081962.0,33836,45.0,0,74.0
