duration,package,dram,peak_rss,initial_temp,mid_temp,final_temp
3506821.396,52974474.0,1007017.0,9836,45.0,0,73.0
3510611.69,53239183.0,1008115.0,9812,45.0,0,73.0
3523471.594,53527268.0,1011899.0,9852,45.0,0,71.0
3514018.689,53041551.0,1010557.0,9836,45.0,0,71.0
3511256.986,52583300.0,1007749.0,9872,45.0,0,72.0
3524494.211,52494677.0,1011472.0,9908,45.0,0,71.0
3519820.012,52151172.0,1014462.0,9892,45.0,0,70.0
3518293.05,53417710.0,1009763.0,9924,45.0,0,71.0
3507665.875,53247361.0,1007139.0,9852,45.0,0,71.0
3511182.473,52920031.0,1007688.0,9864,45.0,0,71.0
