duration,package,dram,peak_rss,initial_temp,mid_temp,final_temp
2783475.854,37910548.0,804930.0,3152,45.0,0,65.0
2836837.703,38595422.0,819517.0,3056,45.0,0,65.0
2834242.113,38411950.0,822447.0,3048,45.0,0,63.0
2783240.151,37782008.0,804136.0,3124,45.0,0,65.0
2785277.008,37765712.0,804381.0,3140,45.0,0,65.0
2840918.549,38498254.0,821043.0,3116,45.0,0,65.0
2793274.717,37867762.0,807554.0,3160,45.0,0,65.0
3906252.104,48266600.0,1129026.0,3116,45.0,0,60.0
2779527.056,38166040.0,803221.0,3072,45.0,0,65.0
2789173.709,37986842.0,805845.0,3076,45.0,0,64.0
