duration,package,dram,peak_rss,initial_temp,mid_temp,final_temp
1323355.758,24897458.0,702025.0,275152,45.0,0,66.0
1301407.554,24985104.0,686033.0,275400,45.0,0,68.0
1314532.129,24857725.0,701109.0,275148,45.0,0,67.0
1291094.302,24564268.0,694639.0,275324,45.0,0,67.0
1299961.686,24573118.0,693114.0,275152,45.0,0,67.0
1283377.907,24268065.0,686644.0,275128,45.0,0,66.0
1313559.63,24793088.0,701231.0,275108,45.0,0,68.0
1300818.395,24753843.0,697141.0,275404,45.0,0,68.0
1304763.292,24682798.0,701659.0,275052,45.0,0,68.0
1305662.311,24901853.0,698119.0,275404,45.0,0,67.0
